Transcript PK, Syllable PK, Sequence PK
dɪˈpɑː(r)tmənt, ən, 3
dɪˈpɑː(r)tɪd, yp, 1
dɪˈpɑː(r)tɪd, ɑːr, 2
dɪˈpɑː(r)tɪd, yd, 3
dɪˈpɑː(r)tʃə(r)z, yp, 1
dɪˈpɑː(r)tʃə(r)z, ɑːr, 2
dɪˈpɑː(r)tʃə(r)z, ər, 3
dɪˈpɒzɪt, yp, 1
dɪˈpɒzɪt, ɒz, 2
dɪˈpɒzɪt, yt, 3
dɪˈpɒzɪtə(r), yp, 1
dɪˈpɒzɪtə(r), ɒz, 2
dɪˈpɒzɪtə(r), yt, 3
dɪˈpɒzɪtə(r), ər, 4
dɪˈraɪv, yr, 1
dɪˈraɪv, aɪv, 2
dɪˈrekt, yr, 1
dɪˈrekt, ek, 2
dɪˈrɛktɪd, yr, 1
dɪˈrɛktɪd, yd, 2
dɪˈrɪvətɪv, yr, 1
dɪˈrɪvətɪv, yv, 2
dɪˈrɪvətɪv, ət, 3
dɪˈrɪvətɪv, yv, 4
dɪˈsaɪdɪd, ys, 1
dɪˈsaɪdɪd, aɪd, 2
dɪˈsaɪdɪd, yd, 3
dɪˈsaɪdɪŋ, ys, 1
dɪˈsaɪdɪŋ, aɪd, 2
dɪˈsaɪdɪŋ, yŋ, 3
dɪˈsemɪneɪt, ys, 1
dɪˈsemɪneɪt, em, 2
dɪˈsemɪneɪt, yn, 3
dɪˈsemɪneɪt, eɪt, 4
dɪˈsent, ys, 1
dɪˈsent, en, 2
dɪˈskraɪb, ys, 1
dɪˈskraɪb, aɪb, 2
dɪˈskrɪmɪˌneɪtɪŋ, ys, 1
dɪˈskrɪmɪˌneɪtɪŋ, ym, 2
dɪˈskrɪmɪˌneɪtɪŋ, yn, 3
dɪˈskrɪmɪˌneɪtɪŋ, eɪt, 4
dɪˈskrɪmɪˌneɪtɪŋ, yŋ, 5
dɪˈskʌs, ys, 1
dɪˈskʌs, ʌs, 2
dɪˈskʌvə(r), ys, 1
dɪˈskʌvə(r), ʌv, 2
dɪˈskʌvə(r), ər, 3
dɪˈskʌʃ(ə)n, ys, 1
dɪˈskʌʃ(ə)n, ʌʃ, 2
dɪˈskʌʃ(ə)n, ən, 3
dɪˈspjuːt, ys, 1
dɪˈspjuːt, uːt, 2
dɪˈspjuːtɪd, ys, 1
dɪˈspjuːtɪd, uːt, 2
dɪˈspjuːtɪd, yd, 3
dɪˈspleɪ, ys, 1
dɪˈspəʊz, ys, 1
dɪˈspəʊz, əʊz, 2
dɪˈspəʊz(ə)l, ys, 1
dɪˈspəʊz(ə)l, əʊz, 2
dɪˈspəʊz(ə)l, əl, 3
dɪˈstrest, ys, 1
dɪˈstrest, es, 2
dɪˈstrækʃ(ə)n, ys, 1
dɪˈstrækʃ(ə)n, æk, 2
dɪˈstrækʃ(ə)n, ən, 3
dɪˈstrɔɪ, ys, 1
dɪˈstrɪbjuːt, ys, 1
dɪˈstrɪbjuːt, yb, 2
dɪˈstrɪbjuːt, uːt, 3
dɪˈstrɪbjʊtə(r), ys, 1
dɪˈstrɪbjʊtə(r), yb, 2
dɪˈstrɪbjʊtə(r), ʊt, 3
dɪˈstrɪbjʊtə(r), ər, 4
dɪˈstrɪbjʊtɪd, ys, 1
dɪˈstrɪbjʊtɪd, yb, 2
dɪˈstrɪbjʊtɪd, ʊt, 3
dɪˈstrɪbjʊtɪd, yd, 4
dɪˈstɔː(r)t, ys, 1
dɪˈstɔː(r)t, ɔːr, 2
dɪˈstɔː(r)ʃ(ə)n, ys, 1
dɪˈstɔː(r)ʃ(ə)n, ɔːr, 2
dɪˈstɔː(r)ʃ(ə)n, ən, 3
dɪˈstɜː(r)bɪŋ, ys, 1
dɪˈstɜː(r)bɪŋ, ɜːr, 2
dɪˈstɜː(r)bɪŋ, yŋ, 3
dɪˈstɪŋɡwɪʃt, ys, 1
dɪˈstɪŋɡwɪʃt, yŋ, 2
dɪˈstɪŋɡwɪʃt, yʃ, 3
dɪˈsɪʒ(ə)n, ys, 1
dɪˈsɪʒ(ə)n, yʒ, 2
dɪˈsɪʒ(ə)n, ən, 3
dɪˈtekt, yt, 1
dɪˈtekt, ek, 2
dɪˈtræktə(r), yt, 1
dɪˈtræktə(r), æk, 2
dɪˈtræktə(r), ər, 3
dɪˈtɜː(r), yt, 1
dɪˈtɜː(r), ɜːr, 2
dɪˈtɜː(r)mɪnd, yt, 1
dɪˈtɜː(r)mɪnd, ɜːr, 2
dɪˈtɜː(r)mɪnd, yn, 3
dɪˈtɜː(r)mɪnɪŋ, yt, 1
dɪˈtɜː(r)mɪnɪŋ, ɜːr, 2
dɪˈtɜː(r)mɪnɪŋ, yn, 3
dɪˈtɜː(r)mɪnɪŋ, yŋ, 4
dɪˈtɪəriəreɪt, yt, 1
dɪˈtɪəriəreɪt, ɪər, 2
dɪˈtɪəriəreɪt, eɪt, 3
dɪˈvaɪd, yv, 1
dɪˈvaɪd, aɪd, 2
dɪˈvaɪdɪd, yv, 1
dɪˈvaɪdɪd, aɪd, 2
dɪˈvaɪdɪd, yd, 3
dɪˈvaɪs, yv, 1
dɪˈvaɪs, aɪs, 2
dɪˈveləp, yv, 1
dɪˈveləp, el, 2
dɪˈveləp, əp, 3
dɪˈveləpmənt, yv, 1
dɪˈveləpmənt, el, 2
dɪˈveləpmənt, əp, 3
dɪˈveləpmənt, ən, 4
dɪˈveləpt, yv, 1
dɪˈveləpt, el, 2
dɪˈveləpt, əp, 3
dɪˈveləpə(r), yv, 1
dɪˈveləpə(r), el, 2
dɪˈveləpə(r), əp, 3
dɪˈveləpə(r), ər, 4
dɪˈveləpɪŋ, yv, 1
dɪˈveləpɪŋ, el, 2
dɪˈveləpɪŋ, əp, 3
dɪˈveləpɪŋ, yŋ, 4
dɪˈvəʊt, yv, 1
dɪˈvəʊt, əʊt, 2
dɪˈvɪʒ(ə)n, yv, 1
dɪˈvɪʒ(ə)n, yʒ, 2
dɪˈvɪʒ(ə)n, ən, 3
dɪˈzaɪn, yz, 1
dɪˈzaɪn, aɪn, 2
dɪˈziːz, yz, 1
dɪˈziːz, iːz, 2
dɪˈzɑːstə(r), yz, 1
dɪˈzɑːstə(r), ɑːs, 2
dɪˈzɑːstə(r), ər, 3
dɪˈzɒlv, yz, 1
dɪˈzɒlv, ɒl, 2
dɪˈzɜː(r)tɪd, yz, 1
dɪˈzɜː(r)tɪd, ɜːr, 2
dɪˈzɜː(r)tɪd, yd, 3
dɪˈzɜː(r)v, yz, 1
dɪˈzɜː(r)v, ɜːr, 2
dɪˌlɪbəˈreɪʃ(ə)n, yl, 1
dɪˌlɪbəˈreɪʃ(ə)n, yb, 2
dɪˌlɪbəˈreɪʃ(ə)n, ər, 3
dɪˌlɪbəˈreɪʃ(ə)n, eɪʃ, 4
dɪˌlɪbəˈreɪʃ(ə)n, ən, 5
dʌb, ʌb, 1
dʌg, ʌg, 1
dʌk, ʌk, 1
dʌl, ʌl, 1
dʌmp, ʌm, 1
dʌn, ʌn, 1
dʒel, el, 1
dʒeləs, el, 1
dʒeləs, əs, 2
dʒenrəl, en, 1
dʒenrəl, əl, 2
dʒenrəli, en, 1
dʒenrəli, əl, 2
dʒentlɪ, en, 1
dʒentəlmən, en, 1
dʒentəlmən, əl, 2
dʒentəlmən, ən, 3
dʒesɪkə, es, 1
dʒesɪkə, yk, 2
dʒet, et, 1
dʒeɪl, eɪl, 1
dʒiːˈɒɡrəfi, əf, 1
dʒæm, æm, 1
dʒæpəniːz, æp, 1
dʒæpəniːz, ən, 2
dʒæpəniːz, iːz, 3
dʒɑː(r), ɑːr, 1
dʒɒn, ɒn, 1
dʒɔɪn, ɔɪn, 1
dʒəʊk, əʊk, 1
dʒəˈnerɪk, ən, 1
dʒəˈnerɪk, er, 2
dʒəˈnerɪk, yk, 3
dʒɜ:mənɪ, ən, 1
dʒɜː(r)ni, ɜːr, 1
dʒʌdʒ, ʌdʒ, 1
dʒʌmp, ʌm, 1
dʒʌst, ʌs, 1
dʒʌstɪs, ʌs, 1
dʒʌstɪs, ys, 2
eb, eb, 1
edʒ, edʒ, 1
eksələnt, ek, 1
eksələnt, əl, 2
eksələnt, ən, 3
ekwɪtiz, ek, 1
ekwɪtiz, yt, 2
elbəʊ, el, 1
eldə(r)li, el, 1
eldə(r)li, ər, 2
els, el, 1
elshweə(r), el, 1
elshweə(r), eər, 2
elɪdʒɪbəl, el, 1
elɪdʒɪbəl, ydʒ, 2
elɪdʒɪbəl, yb, 3
elɪdʒɪbəl, əl, 4
elɪgənt, el, 1
elɪgənt, yg, 2
elɪgənt, ən, 3
emptinəs, em, 1
emptinəs, in, 2
emptinəs, əs, 3
emptɪ, em, 1
end, en, 1
enihweə(r), en, 1
enihweə(r), eər, 2
enimɔː(r), en, 1
enimɔː(r), im, 2
enimɔː(r), ɔːr, 3
eniweɪ, en, 1
eniwʌn, en, 1
eniwʌn, ʌn, 2
entrəns, en, 1
entrəns, ən, 2
entə(r)teɪn, en, 1
entə(r)teɪn, ər, 2
entə(r)teɪn, eɪn, 3
enə(r)dʒi, en, 1
enə(r)dʒi, ər, 2
enɪ, en, 1
enɪθɪŋ, en, 1
enɪθɪŋ, yθ, 2
enɪθɪŋ, yŋ, 3
et, et, 1
evrihweə(r), ev, 1
evrihweə(r), eər, 2
evrɪ, ev, 1
evrɪθɪŋ, ev, 1
evrɪθɪŋ, yθ, 2
evrɪθɪŋ, yŋ, 3
evə, ev, 1
eə(r)bæg, eər, 1
eə(r)bæg, æg, 2
eə(r)bʌs, eər, 1
eə(r)bʌs, ʌs, 2
eə(r)ləs, eər, 1
eə(r)ləs, əs, 2
eə(r)pɔːʳt, eər, 1
eəroʊspeɪs, eər, 1
eəroʊspeɪs, eɪs, 2
eərəpleɪn, eər, 1
eərəpleɪn, əp, 2
eərəpleɪn, eɪn, 3
eɪbəl, eɪb, 1
eɪbəl, əl, 2
eɪd, eɪd, 1
eɪdz, eɪd, 1
eɪdʒ, eɪdʒ, 1
eɪdʒd, eɪdʒ, 1
eɪdʒənt, eɪdʒ, 1
eɪdʒənt, ən, 2
eɪk, eɪk, 1
eɪl, eɪl, 1
eɪliə, eɪl, 1
eɪm, eɪm, 1
eɪndʒəl, eɪn, 1
eɪndʒəl, əl, 2
eɪndʒəlz, eɪn, 1
eɪndʒəlz, əl, 2
eɪnʃənt, eɪn, 1
eɪnʃənt, ən, 2
eɪprən, eɪp, 1
eɪprən, ən, 2
eɪprɪl, eɪp, 1
eɪprɪl, yl, 2
eɪs, eɪs, 1
eɪti, eɪt, 1
eɪvieɪʃən, eɪv, 1
eɪvieɪʃən, eɪʃ, 2
eɪvieɪʃən, ən, 3
eɪʒən, eɪʒ, 1
eɪʒən, ən, 2
faɪ'nænsɪŋ, æn, 1
faɪ'nænsɪŋ, yŋ, 2
faɪl, aɪl, 1
faɪn, aɪn, 1
faɪnd, aɪn, 1
faɪnəlɪ, aɪn, 1
faɪnəlɪ, əl, 2
faɪt, aɪt, 1
faɪv, aɪv, 1
faɪə(r)laɪt, ɪər, 1
faɪə(r)laɪt, aɪt, 2
faɪəpleɪs, ɪəp, 1
faɪəpleɪs, eɪs, 2
faɪərɪŋ, ɪər, 1
faɪərɪŋ, yŋ, 2
faɪəz, ɪəz, 1
faɪˈnænsiə(r), aɪn, 1
faɪˈnænsiə(r), æn, 2
faʊnd, aʊn, 1
fed, ed, 1
fel, el, 1
felt, el, 1
fend, en, 1
festɪv, es, 1
festɪv, yv, 2
fetʃ, etʃ, 1
feə(r), eər, 1
feə(r)wel, eər, 1
feə(r)wel, el, 2
feəlɪ, eəl, 1
feɪd, eɪd, 1
feɪl, eɪl, 1
feɪld, eɪl, 1
feɪljə(r), eɪl, 1
feɪljə(r), ər, 2
feɪmd, eɪm, 1
feɪməs, eɪm, 1
feɪməs, əs, 2
feɪn, eɪn, 1
feɪnt, eɪn, 1
feɪs, eɪs, 1
feɪst, eɪs, 1
feɪt, eɪt, 1
feɪz, eɪz, 1
fiːbəl, iːb, 1
fiːbəl, əl, 2
fiːd, iːd, 1
fiːl, iːl, 1
fiːld, iːl, 1
fiːt, iːt, 1
fjʊəriəs, ʊər, 1
fjʊərɪ, ʊər, 1
flaɪt, aɪt, 1
flaɪz, aɪz, 1
flaʊə(r), ʊər, 1
fled, ed, 1
fliːt, iːt, 1
flæt, æt, 1
flæʃ, æʃ, 1
flɒk, ɒk, 1
flɒp, ɒp, 1
flɔː(r), ɔːr, 1
fləʊn, əʊn, 1
flɜː(r)t, ɜːr, 1
flɪk, yk, 1
flɪkə(r), yk, 1
flɪkə(r), ər, 2
flɪŋ, yŋ, 1
flʌŋk, ʌŋ, 1
fraʊn, aʊn, 1
frend, en, 1
frentʃ, en, 1
fret, et, 1
freɪz, eɪz, 1
freʃ, eʃ, 1
friːk, iːk, 1
frækʃən, æk, 1
frækʃən, ən, 2
fræŋk, æŋ, 1
frɒm, ɒm, 1
frəʊz, əʊz, 1
frɪdʒ, ydʒ, 1
frɪndʒ, yn, 1
frʌnt, ʌn, 1
frʌˈstreɪtɪd, ʌs, 1
frʌˈstreɪtɪd, eɪt, 2
frʌˈstreɪtɪd, yd, 3
fuːl, uːl, 1
fæks, æk, 1
fækt, æk, 1
fæn, æn, 1
fæt, æt, 1
fɑː(r)m, ɑːr, 1
fɑːst, ɑːs, 1
fɒksi, ɒk, 1
fɒləʊd, ɒl, 1
fɒləʊd, əʊd, 2
fɒrən, ɒr, 1
fɒrən, ən, 2
fɒrɪd, ɒr, 1
fɒrɪd, yd, 2
fɔ:sɪŋ, yŋ, 1
fɔː(r)dʒ, ɔːr, 1
fɔː(r)m, ɔːr, 1
fɔː(r)s, ɔːr, 1
fɔː(r)saɪt, ɔːr, 1
fɔː(r)saɪt, aɪt, 2
fɔː(r)st, ɔːr, 1
fɔː(r)ti, ɔːr, 1
fɔː(r)ˈkləʊz, ɔːr, 1
fɔː(r)ˈkləʊz, əʊz, 2
fɔː(r)ˈmeɪʃ(ə)n, ɔːr, 1
fɔː(r)ˈmeɪʃ(ə)n, eɪʃ, 2
fɔː(r)ˈmeɪʃ(ə)n, ən, 3
fɔː(r)θ, ɔːr, 1
fɔːl, ɔːl, 1
fɔːlt, ɔːl, 1
fɔːt, ɔːt, 1
fə'gɒtən, ɒt, 1
fə'gɒtən, ən, 2
fə'mɪlɪə, yl, 1
fə(r)get, ər, 1
fə(r)get, et, 2
fə(r)ˈɡɪv, ər, 1
fə(r)ˈɡɪv, yv, 2
fərɒsɪti, ər, 1
fərɒsɪti, ɒs, 2
fərɒsɪti, yt, 3
fəʊk, əʊk, 1
fəʊn, əʊn, 1
fəˈsɪləteɪt, əs, 1
fəˈsɪləteɪt, yl, 2
fəˈsɪləteɪt, ət, 3
fəˈsɪləteɪt, eɪt, 4
fəˈsɪləti, əs, 1
fəˈsɪləti, yl, 2
fəˈsɪləti, ət, 3
fɜː(r)m, ɜːr, 1
fɜː(r)nɪʃt, ɜːr, 1
fɜː(r)nɪʃt, yʃ, 2
fɜː(r)stli, ɜːr, 1
fɪks, yk, 1
fɪkst, yk, 1
fɪl, yl, 1
fɪld, yl, 1
fɪlm, yl, 1
fɪlθi, yl, 1
fɪst, ys, 1
fɪzɪks, yz, 1
fɪzɪks, yk, 2
fɪzɪkəl, yz, 1
fɪzɪkəl, yk, 2
fɪzɪkəl, əl, 3
fɪŋgə, yŋ, 1
fɪŋgə(r)neɪl, yŋ, 1
fɪŋgə(r)neɪl, ər, 2
fɪŋgə(r)neɪl, eɪl, 3
fɪŋgəz, yŋ, 1
fɪŋgəz, əz, 2
fɪə(r), ɪər, 1
fɪʃ, yʃ, 1
fɪˈnes, yn, 1
fɪˈnes, es, 2
fʊl, ʊl, 1
fʊt, ʊt, 1
fʊtstep, ʊt, 1
fʊtstep, ep, 2
fʌmbəl, ʌm, 1
fʌmbəl, əl, 2
fʌnd, ʌn, 1
fʌnɪ, ʌn, 1
getɪŋ, et, 1
getɪŋ, yŋ, 2
geɪts, eɪt, 1
geɪz, eɪz, 1
gleə(r), eər, 1
glɔ:rɪəs, ɪəs, 1
glɪsən, ys, 1
glɪsən, ən, 2
glʌvd, ʌv, 1
goʊldən, ən, 1
greɪt, eɪt, 1
greɪvjɑː(r)d, eɪv, 1
greɪvjɑː(r)d, ɑːr, 2
griːk, iːk, 1
græbd, æb, 1
grædʒuət, ædʒ, 1
grændfɑːðə(r), æn, 1
grændfɑːðə(r), ɑːð, 2
grændfɑːðə(r), ər, 3
grɑːsp, ɑːs, 1
grɑːspɪŋ, ɑːs, 1
grɑːspɪŋ, yŋ, 2
grɔɪn, ɔɪn, 1
grɪnd, yn, 1
grɪpt, yp, 1
grʌf, ʌf, 1
grʌnt, ʌn, 1
gæg, æg, 1
gæloʊz, æl, 1
gærɪ, ær, 1
gæʃ, æʃ, 1
gɑː(r)bɪdʒ, ɑːr, 1
gɑː(r)bɪdʒ, ydʒ, 2
gɑːneɪən, ɑːn, 1
gɑːneɪən, ɪən, 2
gɑːstli, ɑːs, 1
gɒd, ɒd, 1
gɔːnt, ɔːn, 1
gəʊz, əʊz, 1
gɪlti, yl, 1
gʊd, ʊd, 1
gʊdbaɪ, ʊd, 1
gʊdnəs, ʊd, 1
gʊdnəs, əs, 2
gʊə(r)meɪ, ʊər, 1
gʌlf, ʌl, 1
gʌnpaʊdə(r), ʌn, 1
gʌnpaʊdə(r), aʊd, 2
gʌnpaʊdə(r), ər, 3
haɪd, aɪd, 1
haɪdɪŋ, aɪd, 1
haɪdɪŋ, yŋ, 2
haɪk, aɪk, 1
haɪst, aɪs, 1
haɪˈeɪtəs, eɪt, 1
haɪˈeɪtəs, əs, 2
haʊevə(r), ər, 1
haʊs, aʊs, 1
haʊsbreɪkə(r), aʊs, 1
haʊsbreɪkə(r), eɪk, 2
haʊsbreɪkə(r), ər, 3
hed, ed, 1
hedʒ, edʒ, 1
hedˈkwɔː(r)tə(r)z, ed, 1
hedˈkwɔː(r)tə(r)z, ɔːr, 2
hedˈkwɔː(r)tə(r)z, ər, 3
held, el, 1
help, el, 1
helpt, el, 1
hem, em, 1
hevən, ev, 1
hevən, ən, 2
hezɪteɪt, ez, 1
hezɪteɪt, yt, 2
hezɪteɪt, eɪt, 3
heɪstɪlɪ, eɪs, 1
heɪstɪlɪ, yl, 2
heɪt, eɪt, 1
hiːd, iːd, 1
hiːl, iːl, 1
hiːv, iːv, 1
hjuːmænɪti, uːm, 1
hjuːmænɪti, æn, 2
hjuːmænɪti, yt, 3
hjuːmən, uːm, 1
hjuːmən, ən, 2
hoʊmlænd, æn, 1
huːz, uːz, 1
hwaɪl, aɪl, 1
hwaɪn, aɪn, 1
hwelp, el, 1
hwet, et, 1
hweərɪn, eər, 1
hweərɪn, yn, 2
hweɪlz, eɪl, 1
hwiːz, iːz, 1
hwɒtevə(r), ɒt, 1
hwɒtevə(r), ev, 2
hwɒtevə(r), ər, 3
hwɒtsoʊevə(r), ɒt, 1
hwɒtsoʊevə(r), ər, 2
hwɪspə(r), ys, 1
hwɪspə(r), ər, 2
hækəlz, æk, 1
hækəlz, əl, 2
hænd, æn, 1
hændz, æn, 1
hænsəm, æn, 1
hænsəm, əm, 2
hæpənd, æp, 1
hæpənd, ən, 2
hæpənz, æp, 1
hæpənz, ən, 2
hæt, æt, 1
hæv, æv, 1
hævənt, æv, 1
hævənt, ən, 2
hævɪŋ, æv, 1
hævɪŋ, yŋ, 2
hæzənt, æz, 1
hæzənt, ən, 2
hæŋ, æŋ, 1
hæŋkə(r)tʃɪf, æŋ, 1
hæŋkə(r)tʃɪf, ər, 2
hæŋkə(r)tʃɪf, yf, 3
hɑː(r)d, ɑːr, 1
hɑː(r)m, ɑːr, 1
hɑːf, ɑːf, 1
hɒrə, ɒr, 1
hɒrɪbəl, ɒr, 1
hɒrɪbəl, yb, 2
hɒrɪbəl, əl, 3
hɒrɪd, ɒr, 1
hɒrɪd, yd, 2
hɒt, ɒt, 1
hɔː(r)s, ɔːr, 1
hɔːk, ɔːk, 1
hɔːl, ɔːl, 1
hɔːlt, ɔːl, 1
həd, əd, 1
həz, əz, 1
həʊl, əʊl, 1
həʊld, əʊl, 1
həʊm, əʊm, 1
həʊp, əʊp, 1
həʊpt, əʊp, 1
həʊst, əʊs, 1
həʊˈtel, əʊt, 1
həʊˈtel, el, 2
hɜ:'self, el, 1
hɜː(r)d, ɜːr, 1
hɜː(r)l, ɜːr, 1
hɜː(r)t, ɜːr, 1
hɜː(r)z, ɜːr, 1
hɪm, ym, 1
hɪm'self, ym, 1
hɪm'self, el, 2
hɪndʒ, yn, 1
hɪnt, yn, 1
hɪp, yp, 1
hɪs, ys, 1
hɪstəri, ys, 1
hɪstəri, ər, 2
hɪt, yt, 1
hɪz, yz, 1
hɪə(r), ɪər, 1
hʌnt, ʌn, 1
hʌrid, ʌr, 1
hʌzbənd, ʌz, 1
hʌzbənd, ən, 2
hʌŋ, ʌŋ, 1
hʌŋgeəriən, ʌŋ, 1
hʌŋgeəriən, eər, 2
hʌŋgri, ʌŋ, 1
hʌŋgə, ʌŋ, 1
hʌŋkə(r), ʌŋ, 1
hʌŋkə(r), ər, 2
hʌʃ, ʌʃ, 1
i:tɪŋ, yŋ, 1
i:vən, ən, 1
iːgə(r), iːg, 1
iːgə(r), ər, 2
iːkwəl, iːk, 1
iːkwəl, əl, 2
iːkwəli, iːk, 1
iːkwəli, əl, 2
iːkənɒmɪk, iːk, 1
iːkənɒmɪk, ən, 2
iːkənɒmɪk, ɒm, 3
iːkənɒmɪk, yk, 4
iːstə(r)n, iːs, 1
iːstə(r)n, ər, 2
iːt, iːt, 1
iːts, iːt, 1
iːz, iːz, 1
iːzɪli, iːz, 1
iːzɪli, yl, 2
jen, en, 1
jes, es, 1
jesper, es, 1
jesper, er, 2
jestə(r)deɪ, es, 1
jestə(r)deɪ, ər, 2
jet, et, 1
ju:nɪfɔ:m, yf, 1
juːnɪvɜː(r)s, uːn, 1
juːnɪvɜː(r)s, yv, 2
juːnɪvɜː(r)s, ɜːr, 3
juːsləs, uːs, 1
juːsləs, əs, 2
juːz, uːz, 1
juːzd, uːz, 1
juːæn, æn, 1
juːʒuəli, uːʒ, 1
juːˈnaɪt, uːn, 1
juːˈnaɪt, aɪt, 2
juːˈtɪləti, uːt, 1
juːˈtɪləti, yl, 2
juːˈtɪləti, ət, 3
juːθ, uːθ, 1
jɔ:'self, el, 1
jɔː(r)z, ɔːr, 1
jɔːn, ɔːn, 1
jɪə(r), ɪər, 1
jɪəld, ɪəl, 1
jɪəldɪŋ, ɪəl, 1
jɪəldɪŋ, yŋ, 2
jɪəz, ɪəz, 1
jʊəroʊbɒnd, ʊər, 1
jʊəroʊbɒnd, ɒn, 2
jʌŋ, ʌŋ, 1
jʌŋgə, ʌŋ, 1
kaɪnd, aɪn, 1
kaʊnsəl, aʊn, 1
kaʊnsəl, əl, 2
kaʊnt, aʊn, 1
kaʊntləs, aʊn, 1
kaʊntləs, əs, 2
kaʊntɪnəns, aʊn, 1
kaʊntɪnəns, yn, 2
kaʊntɪnəns, ən, 3
kaʊtʃ, aʊtʃ, 1
kept, ep, 1
keə(r), eər, 1
keə(r)fʊl, eər, 1
keə(r)fʊl, ʊl, 2
keə(r)teɪkəʳ, eər, 1
keə(r)teɪkəʳ, eɪk, 2
keɪbəl, eɪb, 1
keɪbəl, əl, 2
keɪdʒ, eɪdʒ, 1
keɪk, eɪk, 1
keɪm, eɪm, 1
keɪp, eɪp, 1
keɪpəbəl, eɪp, 1
keɪpəbəl, əb, 2
keɪpəbəl, əl, 3
keɪs, eɪs, 1
kiːn, iːn, 1
kiːp, iːp, 1
kjʊəriɒsɪti, ʊər, 1
kjʊəriɒsɪti, yt, 2
kjʊəriəs, ʊər, 1
klaɪm, aɪm, 1
klaɪmd, aɪm, 1
klaɪmət, aɪm, 1
klaɪmət, ət, 2
klaɪv, aɪv, 1
klaʊd, aʊd, 1
klaʊdi, aʊd, 1
klaʊdz, aʊd, 1
klaʊt, aʊt, 1
klevə(r), ev, 1
klevə(r), ər, 2
kleɪm, eɪm, 1
kliːn, iːn, 1
kluːləs, uːl, 1
kluːləs, əs, 2
klæmp, æm, 1
klæn, æn, 1
klærɪfaɪd, ær, 1
klærɪfaɪd, yf, 2
klærɪfaɪd, aɪd, 3
klærɪti, ær, 1
klærɪti, yt, 2
klæsɪk, æs, 1
klæsɪk, yk, 2
klæʃ, æʃ, 1
klɑː(r)k, ɑːr, 1
klɑːs, ɑːs, 1
klɑːsp, ɑːs, 1
klɒk, ɒk, 1
klɔːd, ɔːd, 1
klɔːz, ɔːz, 1
kləʊsɪst, əʊs, 1
kləʊsɪst, ys, 2
kləʊz, əʊz, 1
kləʊzd, əʊz, 1
klɪf, yf, 1
klɪk, yk, 1
klɪp, yp, 1
klɪŋ, yŋ, 1
klɪə(r), ɪər, 1
klɪərɪŋhaʊs, ɪər, 1
klɪərɪŋhaʊs, yŋ, 2
klɪərɪŋhaʊs, aʊs, 3
klʌb, ʌb, 1
klʌbz, ʌb, 1
klʌstə(r), ʌs, 1
klʌstə(r), ər, 2
klʌtʃ, ʌtʃ, 1
klʌŋ, ʌŋ, 1
koʊdʒənt, ən, 1
koʊhiːsɪv, iːs, 1
koʊhiːsɪv, yv, 2
koʊhɔː(r)t, ɔːr, 1
koʊkɪŋ, yŋ, 1
koʊstə(r), ər, 1
koʊstəl, əl, 1
koʊəlɪʃən, ʊəl, 1
koʊəlɪʃən, yʃ, 2
koʊəlɪʃən, ən, 3
koʊɪnsɪdentli, yd, 1
koʊɪnsɪdentli, en, 2
koʊɪnsɪdəns, yd, 1
koʊɪnsɪdəns, ən, 2
kraɪd, aɪd, 1
kraɪm, aɪm, 1
kraɪˈtɪəriən, aɪt, 1
kraɪˈtɪəriən, ɪər, 2
kraʊd, aʊd, 1
kraʊtʃ, aʊtʃ, 1
krest, es, 1
kreɪdəl, eɪd, 1
kreɪdəl, əl, 2
kreɪn, eɪn, 1
kreɪz, eɪz, 1
kreɪzɪ, eɪz, 1
kriˈeɪt, eɪt, 1
kriːp, iːp, 1
kriːs, iːs, 1
kriːtʃə(r), iːtʃ, 1
kriːtʃə(r), ər, 2
kruːp, uːp, 1
kruːz, uːz, 1
kræk, æk, 1
krækt, æk, 1
kræs, æs, 1
kræʃ, æʃ, 1
krɒnɪk, ɒn, 1
krɒnɪk, yk, 2
krɒp, ɒp, 1
krɒs, ɒs, 1
krɔːl, ɔːl, 1
krɪmp, ym, 1
krɪstʃən, ys, 1
krɪstʃən, ən, 2
krɪˈdenʃ(ə)lz, yd, 1
krɪˈdenʃ(ə)lz, en, 2
krɪˈdenʃ(ə)lz, əl, 3
krʌstɪd, ʌs, 1
krʌstɪd, yd, 2
krʌʃt, ʌʃ, 1
ku:lɪŋ, yŋ, 1
kuːl, uːl, 1
kwaɪt, aɪt, 1
kwaɪətlɪ, ɪət, 1
kwɔː(r)təʳ, ɔːr, 1
kwəʊt, əʊt, 1
kwɪk, yk, 1
kwɪt, yt, 1
kwɪvə(r), yv, 1
kwɪvə(r), ər, 2
kwɪz, yz, 1
kæbɪnɪt, æb, 1
kæbɪnɪt, yn, 2
kæbɪnɪt, yt, 3
kæk, æk, 1
kælkjʊleɪt, æl, 1
kælkjʊleɪt, ʊl, 2
kælkjʊleɪt, eɪt, 3
kælɪndə(r), æl, 1
kælɪndə(r), yn, 2
kælɪndə(r), ər, 3
kæmp, æm, 1
kæmpt, æm, 1
kæməl, æm, 1
kæməl, əl, 2
kæmˈpeɪn, æm, 1
kæmˈpeɪn, eɪn, 2
kæn, æn, 1
kæn'nɒt, æn, 1
kæn'nɒt, ɒt, 2
kænd, æn, 1
kændəl, æn, 1
kændəl, əl, 2
kændəlstɪk, æn, 1
